supplier	sku	cost_ex_gst	cost_inc_gst
Roger pradier	8R139015019	1645.0000	1809.5000
Roger pradier	8R139015046	1645.0000	1809.5000
Roger pradier	8R139015059	1645.0000	1809.5000
Roger pradier	8R139015065	1645.0000	1809.5000
Roger pradier	8R139015066	1645.0000	1809.5000
Roger pradier	8R139015067	1645.0000	1809.5000
Roger pradier	8R139015107	1645.0000	1809.5000
Roger pradier	8R139016001	2095.0000	2304.5000
Roger pradier	8R139016008	2095.0000	2304.5000
Roger pradier	8R139016019	2095.0000	2304.5000
Roger pradier	8R139016046	2095.0000	2304.5000
Roger pradier	8R139016059	2095.0000	2304.5000
Roger pradier	8R139016065	2095.0000	2304.5000
Roger pradier	8R139016066	2095.0000	2304.5000
Roger pradier	8R139016067	2095.0000	2304.5000
Roger pradier	8R139016107	2095.0000	2304.5000
Roger pradier	8R139017001	645.0000	709.5000
Roger pradier	8R139017008	645.0000	709.5000
Roger pradier	8R139017019	645.0000	709.5000
Roger pradier	8R139017046	645.0000	709.5000
Roger pradier	8R139017059	645.0000	709.5000
Roger pradier	8R139017065	645.0000	709.5000
Roger pradier	8R139017066	645.0000	709.5000
Roger pradier	8R139017067	645.0000	709.5000
Roger pradier	8R139017107	645.0000	709.5000
Roger pradier	8R139018001	645.0000	709.5000
Roger pradier	8R139018008	645.0000	709.5000
Roger pradier	8R139018019	645.0000	709.5000
Roger pradier	8R139018046	645.0000	709.5000
Roger pradier	8R139018059	645.0000	709.5000
Roger pradier	8R139018065	645.0000	709.5000
Roger pradier	8R139018066	645.0000	709.5000
Roger pradier	8R139018067	645.0000	709.5000
Roger pradier	8R139018107	645.0000	709.5000
Roger pradier	8R139019001	645.0000	709.5000
Roger pradier	8R139019008	645.0000	709.5000
Roger pradier	8R139019019	645.0000	709.5000
Roger pradier	8R139019046	645.0000	709.5000
Roger pradier	8R139019059	645.0000	709.5000
Roger pradier	8R139019065	645.0000	709.5000
Roger pradier	8R139019066	645.0000	709.5000
Roger pradier	8R139019067	645.0000	709.5000
Roger pradier	8R139019107	645.0000	709.5000
Roger pradier	8R139020001	645.0000	709.5000
Roger pradier	8R139020008	645.0000	709.5000
Roger pradier	8R139020019	645.0000	709.5000
Roger pradier	8R139020046	645.0000	709.5000
Roger pradier	8R139020059	645.0000	709.5000
Roger pradier	8R139020065	645.0000	709.5000
Roger pradier	8R139020066	645.0000	709.5000
Roger pradier	8R139020067	645.0000	709.5000
Roger pradier	8R139020107	645.0000	709.5000
Roger pradier	8R139021001	595.0000	654.5000
Roger pradier	8R139021008	595.0000	654.5000
Roger pradier	8R139021019	595.0000	654.5000
Roger pradier	8R139021046	595.0000	654.5000
Roger pradier	8R139021059	595.0000	654.5000
Roger pradier	8R139021065	595.0000	654.5000
Roger pradier	8R139021066	595.0000	654.5000
Roger pradier	8R139021067	595.0000	654.5000
Roger pradier	8R139021107	595.0000	654.5000
Roger pradier	8R139022001	595.0000	654.5000
Roger pradier	8R139022008	595.0000	654.5000
Roger pradier	8R139022019	595.0000	654.5000
Roger pradier	8R139022046	595.0000	654.5000
Roger pradier	8R139022059	595.0000	654.5000
Roger pradier	8R139022065	595.0000	654.5000
Roger pradier	8R139022066	595.0000	654.5000
Roger pradier	8R139022067	595.0000	654.5000
Roger pradier	8R139022107	595.0000	654.5000
Roger pradier	8R139023001	2095.0000	2304.5000
Roger pradier	8R139023008	2095.0000	2304.5000
Roger pradier	8R139023019	2095.0000	2304.5000
Roger pradier	8R139023046	2095.0000	2304.5000
Roger pradier	8R139023059	2095.0000	2304.5000
Roger pradier	8R139023065	2095.0000	2304.5000
Roger pradier	8R139023066	2095.0000	2304.5000
Roger pradier	8R139023067	2095.0000	2304.5000
Roger pradier	8R139023107	2095.0000	2304.5000
Roger pradier	8R139024001	2095.0000	2304.5000
Roger pradier	8R139024008	2095.0000	2304.5000
Roger pradier	8R139024019	2095.0000	2304.5000
Roger pradier	8R139024046	2095.0000	2304.5000
Roger pradier	8R139024059	2095.0000	2304.5000
Roger pradier	8R139024065	2095.0000	2304.5000
Roger pradier	8R139024066	2095.0000	2304.5000
Roger pradier	8R139024067	2095.0000	2304.5000
Roger pradier	8R139024107	2095.0000	2304.5000
Roger pradier	8R141001000	355.0000	390.5000
Roger pradier	8R141001001	355.0000	390.5000
Roger pradier	8R141001019	355.0000	390.5000
Roger pradier	8R141001023	355.0000	390.5000
Roger pradier	8R141001059	355.0000	390.5000
Roger pradier	8R141001065	355.0000	390.5000
Roger pradier	8R141001066	355.0000	390.5000
Roger pradier	8R141001067	355.0000	390.5000
Roger pradier	8R141001111	355.0000	390.5000
Roger pradier	8R141002000	355.0000	390.5000
Roger pradier	8R141002001	355.0000	390.5000
Roger pradier	8R141002019	355.0000	390.5000
Roger pradier	8R141002023	355.0000	390.5000
Roger pradier	8R141002059	355.0000	390.5000
Roger pradier	8R141002065	355.0000	390.5000
Roger pradier	8R141002066	355.0000	390.5000
Roger pradier	8R141002067	355.0000	390.5000
Roger pradier	8R141002111	355.0000	390.5000
Roger pradier	8R141003000	340.0000	374.0000
Roger pradier	8R141003001	340.0000	374.0000
Roger pradier	8R141003019	340.0000	374.0000
Roger pradier	8R141003023	340.0000	374.0000
Roger pradier	8R141003059	340.0000	374.0000
Roger pradier	8R141003065	340.0000	374.0000
Roger pradier	8R141003066	340.0000	374.0000
Roger pradier	8R141003067	340.0000	374.0000
Roger pradier	8R141003111	340.0000	374.0000
Roger pradier	8R141004000	340.0000	374.0000
Roger pradier	8R141004001	340.0000	374.0000
Roger pradier	8R141004019	340.0000	374.0000
Roger pradier	8R141004023	340.0000	374.0000
Roger pradier	8R141004059	340.0000	374.0000
Roger pradier	8R141004065	340.0000	374.0000
Roger pradier	8R141004066	340.0000	374.0000
Roger pradier	8R141004067	340.0000	374.0000
Roger pradier	8R141004111	340.0000	374.0000
Roger pradier	8R141005000	300.0000	330.0000
Roger pradier	8R141005001	300.0000	330.0000
Roger pradier	8R141005019	300.0000	330.0000
Roger pradier	8R141005023	300.0000	330.0000
Roger pradier	8R141005059	300.0000	330.0000
Roger pradier	8R141005065	300.0000	330.0000
Roger pradier	8R141005066	300.0000	330.0000
Roger pradier	8R141005067	300.0000	330.0000
Roger pradier	8R141005111	300.0000	330.0000
Roger pradier	8R141006000	300.0000	330.0000
Roger pradier	8R141006001	300.0000	330.0000
Roger pradier	8R141006019	300.0000	330.0000
Roger pradier	8R141006023	300.0000	330.0000
Roger pradier	8R141006059	300.0000	330.0000
Roger pradier	8R141006065	300.0000	330.0000
Roger pradier	8R141006066	300.0000	330.0000
Roger pradier	8R141006067	300.0000	330.0000
Roger pradier	8R141006111	300.0000	330.0000
Roger pradier	8R141007000	355.0000	390.5000
Roger pradier	8R141007001	355.0000	390.5000
Roger pradier	8R141007019	355.0000	390.5000
Roger pradier	8R141007023	355.0000	390.5000
Roger pradier	8R141007059	355.0000	390.5000
Roger pradier	8R141007065	355.0000	390.5000
Roger pradier	8R141007066	355.0000	390.5000
Roger pradier	8R141007067	355.0000	390.5000
Roger pradier	8R141007111	355.0000	390.5000
Roger pradier	8R141008000	355.0000	390.5000
Roger pradier	8R141008001	355.0000	390.5000
Roger pradier	8R141008019	355.0000	390.5000
Roger pradier	8R141008023	355.0000	390.5000
Roger pradier	8R141008059	355.0000	390.5000
Roger pradier	8R141008065	355.0000	390.5000
Roger pradier	8R141008066	355.0000	390.5000
Roger pradier	8R141008067	355.0000	390.5000
Roger pradier	8R141008111	355.0000	390.5000
Roger pradier	8R141009000	390.0000	429.0000
Roger pradier	8R141009001	390.0000	429.0000
Roger pradier	8R141009019	390.0000	429.0000
Roger pradier	8R141009023	390.0000	429.0000
Roger pradier	8R141009059	390.0000	429.0000
Roger pradier	8R141009065	390.0000	429.0000
Roger pradier	8R141009066	390.0000	429.0000
Roger pradier	8R141009067	390.0000	429.0000
Roger pradier	8R141009111	390.0000	429.0000
Roger pradier	8R141010000	545.0000	599.5000
Roger pradier	8R141010000-CH	595.0000	654.5000
Roger pradier	8R141010000-SK	595.0000	654.5000
Roger pradier	8R141010001	545.0000	599.5000
Roger pradier	8R141010001-CH	595.0000	654.5000
Roger pradier	8R141010001-SK	595.0000	654.5000
Roger pradier	8R141010019	545.0000	599.5000
Roger pradier	8R141010019-CH	595.0000	654.5000
Roger pradier	8R141010019-SK	595.0000	654.5000
Roger pradier	8R141010023	545.0000	599.5000
Roger pradier	8R141010023-CH	595.0000	654.5000
Roger pradier	8R141010023-SK	595.0000	654.5000
Roger pradier	8R141010059	545.0000	599.5000
Roger pradier	8R141010059-CH	595.0000	654.5000
Roger pradier	8R141010059-SK	595.0000	654.5000
Roger pradier	8R141010065	545.0000	599.5000
Roger pradier	8R141010065-CH	595.0000	654.5000
Roger pradier	8R141010065-SK	595.0000	654.5000
Roger pradier	8R141010066	545.0000	599.5000
Roger pradier	8R141010066-CH	595.0000	654.5000
Roger pradier	8R141010066-SK	595.0000	654.5000
Roger pradier	8R141010067	545.0000	599.5000
Roger pradier	8R141010067-CH	595.0000	654.5000
Roger pradier	8R141010067-SK	595.0000	654.5000
Roger pradier	8R141010111	545.0000	599.5000
Roger pradier	8R141010111-CH	595.0000	654.5000
Roger pradier	8R141010111-SK	595.0000	654.5000
Roger pradier	8R141011000	390.0000	429.0000
Roger pradier	8R141011001	390.0000	429.0000
Roger pradier	8R141011019	390.0000	429.0000
Roger pradier	8R141011023	390.0000	429.0000
Roger pradier	8R141011059	390.0000	429.0000
Roger pradier	8R141011065	390.0000	429.0000
Roger pradier	8R141011066	390.0000	429.0000
Roger pradier	8R141011067	390.0000	429.0000
Roger pradier	8R141011111	390.0000	429.0000
Roger pradier	8R141012000	545.0000	599.5000
Roger pradier	8R141012000-CH	595.0000	654.5000
Roger pradier	8R141012000-SK	595.0000	654.5000
Roger pradier	8R141012001	545.0000	599.5000
Roger pradier	8R141012001-CH	595.0000	654.5000
Roger pradier	8R141012001-SK	595.0000	654.5000
Roger pradier	8R141012019	545.0000	599.5000
Roger pradier	8R141012019-CH	595.0000	654.5000
Roger pradier	8R141012019-SK	595.0000	654.5000
Roger pradier	8R141012023	545.0000	599.5000
Roger pradier	8R141012023-CH	595.0000	654.5000
Roger pradier	8R141012023-SK	595.0000	654.5000
Roger pradier	8R141012059	545.0000	599.5000
Roger pradier	8R141012059-CH	595.0000	654.5000
Roger pradier	8R141012059-SK	595.0000	654.5000
Roger pradier	8R141012065	545.0000	599.5000
Roger pradier	8R141012065-CH	595.0000	654.5000
Roger pradier	8R141012065-SK	595.0000	654.5000
Roger pradier	8R141012066	545.0000	599.5000
Roger pradier	8R141012066-CH	595.0000	654.5000
Roger pradier	8R141012066-SK	595.0000	654.5000
Roger pradier	8R141012067	545.0000	599.5000
Roger pradier	8R141012067-CH	595.0000	654.5000
Roger pradier	8R141012067-SK	595.0000	654.5000
Roger pradier	8R141012111	545.0000	599.5000
Roger pradier	8R141012111-CH	595.0000	654.5000
Roger pradier	8R141012111-SK	595.0000	654.5000
Roger pradier	8R141013000	1295.0000	1424.5000
Roger pradier	8R141013001	1295.0000	1424.5000
Roger pradier	8R141013019	1295.0000	1424.5000
Roger pradier	8R141013023	1295.0000	1424.5000
Roger pradier	8R141013059	1295.0000	1424.5000
Roger pradier	8R141013065	1295.0000	1424.5000
Roger pradier	8R141013066	1295.0000	1424.5000
Roger pradier	8R141013067	1295.0000	1424.5000
Roger pradier	8R141013111	1295.0000	1424.5000
Roger pradier	8R141014000	1295.0000	1424.5000
Roger pradier	8R141014001	1295.0000	1424.5000
Roger pradier	8R141014019	1295.0000	1424.5000
Roger pradier	8R141014023	1295.0000	1424.5000
Roger pradier	8R141014059	1295.0000	1424.5000
Roger pradier	8R141014065	1295.0000	1424.5000
Roger pradier	8R141014066	1295.0000	1424.5000
Roger pradier	8R141014067	1295.0000	1424.5000
Roger pradier	8R141014111	1295.0000	1424.5000
Roger pradier	8R141015000	1495.0000	1644.5000
Roger pradier	8R141015001	1495.0000	1644.5000
Roger pradier	8R141015019	1495.0000	1644.5000
Roger pradier	8R141015023	1495.0000	1644.5000
Roger pradier	8R141015059	1495.0000	1644.5000
Roger pradier	8R141015065	1495.0000	1644.5000
Roger pradier	8R141015066	1495.0000	1644.5000
Roger pradier	8R141015067	1495.0000	1644.5000
Roger pradier	8R141015111	1495.0000	1644.5000
Roger pradier	8R141016000	1495.0000	1644.5000
Roger pradier	8R141016001	1495.0000	1644.5000
Roger pradier	8R141016019	1495.0000	1644.5000
Roger pradier	8R141016023	1495.0000	1644.5000
Roger pradier	8R141016059	1495.0000	1644.5000
Roger pradier	8R141016065	1495.0000	1644.5000
Roger pradier	8R141016066	1495.0000	1644.5000
Roger pradier	8R141016067	1495.0000	1644.5000
Roger pradier	8R141016111	1495.0000	1644.5000
Roger pradier	8R142201046	695.0000	764.5000
Roger pradier	8R142201105	695.0000	764.5000
Roger pradier	8R142201107	695.0000	764.5000
Roger pradier	8R142201110	695.0000	764.5000
Roger pradier	8R142202046	595.0000	654.5000
Roger pradier	8R142202105	595.0000	654.5000
Roger pradier	8R142202107	595.0000	654.5000
Roger pradier	8R142202110	595.0000	654.5000
Roger pradier	8R142203046	645.0000	709.5000
Roger pradier	8R142203105	645.0000	709.5000
Roger pradier	8R142203107	645.0000	709.5000
Roger pradier	8R142203110	645.0000	709.5000
Roger pradier	8R142204046	995.0000	1094.5000
Roger pradier	8R142204105	995.0000	1094.5000
Roger pradier	8R142204107	995.0000	1094.5000
Roger pradier	8R142204110	995.0000	1094.5000
Roger pradier	8R144202014	1595.0000	1754.5000
Roger pradier	8R144202046	1595.0000	1754.5000
Roger pradier	8R144202105	1595.0000	1754.5000
Roger pradier	8R144202107	1595.0000	1754.5000
Roger pradier	8R144202110	1595.0000	1754.5000
Roger pradier	8R144203014	1595.0000	1754.5000
Roger pradier	8R144203046	1595.0000	1754.5000
Roger pradier	8R144203105	1595.0000	1754.5000
Roger pradier	8R144203107	1595.0000	1754.5000
Roger pradier	8R144203110	1595.0000	1754.5000
Roger pradier	8R144205014	1395.0000	1534.5000
Roger pradier	8R144205046	1395.0000	1534.5000
Roger pradier	8R144205105	1395.0000	1534.5000
Roger pradier	8R144205107	1395.0000	1534.5000
Roger pradier	8R144205110	1395.0000	1534.5000
Roger pradier	8R144206014	1395.0000	1534.5000
Roger pradier	8R144206046	1395.0000	1534.5000
Roger pradier	8R144206105	1395.0000	1534.5000
Roger pradier	8R144206107	1395.0000	1534.5000
Roger pradier	8R144206110	1395.0000	1534.5000
Roger pradier	8R144208014	1245.0000	1369.5000
Roger pradier	8R144208046	1245.0000	1369.5000
Roger pradier	8R144208105	1245.0000	1369.5000
Roger pradier	8R144208107	1245.0000	1369.5000
Roger pradier	8R144208110	1245.0000	1369.5000
Roger pradier	8R144209014	1245.0000	1369.5000
Roger pradier	8R144209046	1245.0000	1369.5000
Roger pradier	8R144209105	1245.0000	1369.5000
Roger pradier	8R144209107	1245.0000	1369.5000
Roger pradier	8R144209110	1245.0000	1369.5000
Roger pradier	8R144211014	1945.0000	2139.5000
Roger pradier	8R144211046	1945.0000	2139.5000
Roger pradier	8R144211105	1945.0000	2139.5000
Roger pradier	8R144211107	1945.0000	2139.5000
Roger pradier	8R144211110	1945.0000	2139.5000
Roger pradier	8R144212014	1945.0000	2139.5000
Roger pradier	8R144212046	1945.0000	2139.5000
Roger pradier	8R144212105	1945.0000	2139.5000
Roger pradier	8R144212107	1945.0000	2139.5000
Roger pradier	8R144212110	1945.0000	2139.5000
Roger pradier	8R144214014	5345.0000	5879.5000
Roger pradier	8R144214046	5345.0000	5879.5000
Roger pradier	8R144214105	5345.0000	5879.5000
Roger pradier	8R144214107	5345.0000	5879.5000
Roger pradier	8R144214110	5345.0000	5879.5000
Roger pradier	8R144215014	5345.0000	5879.5000
Roger pradier	8R144215046	5345.0000	5879.5000
Roger pradier	8R144215105	5345.0000	5879.5000
Roger pradier	8R144215107	5345.0000	5879.5000
Roger pradier	8R144215110	5345.0000	5879.5000
Roger pradier	8R144217014	4895.0000	5384.5000
Roger pradier	8R144217046	4895.0000	5384.5000
Roger pradier	8R144217105	4895.0000	5384.5000
Roger pradier	8R144217107	4895.0000	5384.5000
Roger pradier	8R144217110	4895.0000	5384.5000
Roger pradier	8R144218014	4895.0000	5384.5000
Roger pradier	8R144218046	4895.0000	5384.5000
Roger pradier	8R144218105	4895.0000	5384.5000
Roger pradier	8R144218107	4895.0000	5384.5000
Roger pradier	8R144218110	4895.0000	5384.5000
Roger pradier	8R147001000	120.0000	132.0000
Roger pradier	8R147001001	120.0000	132.0000
Roger pradier	8R147001006	120.0000	132.0000
Roger pradier	8R147001008	120.0000	132.0000
Roger pradier	8R147001009	120.0000	132.0000
Roger pradier	8R147001019	120.0000	132.0000
Roger pradier	8R147001023	120.0000	132.0000
Roger pradier	8R147001046	120.0000	132.0000
Roger pradier	8R147001053	120.0000	132.0000
Roger pradier	8R147001054	120.0000	132.0000
Roger pradier	8R147001059	120.0000	132.0000
Roger pradier	8R147001065	120.0000	132.0000
Roger pradier	8R147001066	120.0000	132.0000
Roger pradier	8R147001105	120.0000	132.0000
Roger pradier	8R147001109	120.0000	132.0000
Roger pradier	8R147001134	120.0000	132.0000
Roger pradier	8R147002000	85.0000	93.5000
Roger pradier	8R147002001	85.0000	93.5000
Roger pradier	8R147002006	85.0000	93.5000
Roger pradier	8R147002008	85.0000	93.5000
Roger pradier	8R147002009	85.0000	93.5000
Roger pradier	8R147002019	85.0000	93.5000
Roger pradier	8R147002023	85.0000	93.5000
Roger pradier	8R147002046	85.0000	93.5000
Roger pradier	8R147002053	85.0000	93.5000
Roger pradier	8R147002054	85.0000	93.5000
Roger pradier	8R147002065	85.0000	93.5000
Roger pradier	8R147002066	85.0000	93.5000
Roger pradier	8R147003000	165.0000	181.5000
Roger pradier	8R147003001	165.0000	181.5000
Roger pradier	8R147003006	165.0000	181.5000
Roger pradier	8R147003008	165.0000	181.5000
Roger pradier	8R147003009	165.0000	181.5000
Roger pradier	8R147003019	165.0000	181.5000
Roger pradier	8R147003023	165.0000	181.5000
Roger pradier	8R147003046	165.0000	181.5000
Roger pradier	8R147003053	165.0000	181.5000
Roger pradier	8R147003054	165.0000	181.5000
Roger pradier	8R147003065	165.0000	181.5000
Roger pradier	8R147003066	165.0000	181.5000
Roger pradier	8R147003109	165.0000	181.5000
Roger pradier	8R147003134	165.0000	181.5000
Roger pradier	8R147004000	110.0000	121.0000
Roger pradier	8R147004001	110.0000	121.0000
Roger pradier	8R147004006	110.0000	121.0000
Roger pradier	8R147004008	110.0000	121.0000
Roger pradier	8R147004009	110.0000	121.0000
Roger pradier	8R147004019	110.0000	121.0000
Roger pradier	8R147004023	110.0000	121.0000
Roger pradier	8R147004046	110.0000	121.0000
Roger pradier	8R147004053	110.0000	121.0000
Roger pradier	8R147004054	110.0000	121.0000
Roger pradier	8R147004059	110.0000	121.0000
Roger pradier	8R147004065	110.0000	121.0000
Roger pradier	8R147004066	110.0000	121.0000
Roger pradier	8R147004105	110.0000	121.0000
Roger pradier	8R147005000	110.0000	121.0000
Roger pradier	8R147005001	110.0000	121.0000
Roger pradier	8R147005006	110.0000	121.0000
Roger pradier	8R147005008	110.0000	121.0000
Roger pradier	8R147005009	110.0000	121.0000
Roger pradier	8R147005019	110.0000	121.0000
Roger pradier	8R147005023	110.0000	121.0000
Roger pradier	8R147005046	110.0000	121.0000
Roger pradier	8R147005053	110.0000	121.0000
Roger pradier	8R147005054	110.0000	121.0000
Roger pradier	8R147005065	110.0000	121.0000
Roger pradier	8R147005066	110.0000	121.0000
Roger pradier	8R147006000	155.0000	170.5000
Roger pradier	8R147006001	155.0000	170.5000
Roger pradier	8R147006006	155.0000	170.5000
Roger pradier	8R147006008	155.0000	170.5000
Roger pradier	8R147006009	155.0000	170.5000
Roger pradier	8R147006019	155.0000	170.5000
Roger pradier	8R147006023	155.0000	170.5000
Roger pradier	8R147006046	155.0000	170.5000
Roger pradier	8R147006053	155.0000	170.5000
Roger pradier	8R147006054	155.0000	170.5000
Roger pradier	8R147006065	155.0000	170.5000
Roger pradier	8R147006066	155.0000	170.5000
Roger pradier	8R147006111	155.0000	170.5000
Roger pradier	8R147006134	155.0000	170.5000
Roger pradier	8R147108998	155.0000	170.5000
Roger pradier	8R147109998	155.0000	170.5000
Roger pradier	8R147110998	155.0000	170.5000
Roger pradier	8R147111998	255.0000	280.5000
Roger pradier	8R148001000	645.0000	709.5000
Roger pradier	8R148001001	645.0000	709.5000
Roger pradier	8R148001008	645.0000	709.5000
Roger pradier	8R148001009	645.0000	709.5000
Roger pradier	8R148001046	645.0000	709.5000
Roger pradier	8R148001070	845.0000	929.5000
Roger pradier	8R148001072	845.0000	929.5000
Roger pradier	8R148002000	695.0000	764.5000
Roger pradier	8R148002001	695.0000	764.5000
Roger pradier	8R148002008	695.0000	764.5000
Roger pradier	8R148002009	695.0000	764.5000
Roger pradier	8R148002046	695.0000	764.5000
Roger pradier	8R148002070	895.0000	984.5000
Roger pradier	8R148002072	895.0000	984.5000
Roger pradier	8R148003000	445.0000	489.5000
Roger pradier	8R148003001	445.0000	489.5000
Roger pradier	8R148003008	445.0000	489.5000
Roger pradier	8R148003009	445.0000	489.5000
Roger pradier	8R148003046	445.0000	489.5000
Roger pradier	8R148003070	645.0000	709.5000
Roger pradier	8R148003072	645.0000	709.5000
Roger pradier	8R148004000	595.0000	654.5000
Roger pradier	8R148004001	595.0000	654.5000
Roger pradier	8R148004008	595.0000	654.5000
Roger pradier	8R148004009	595.0000	654.5000
Roger pradier	8R148004046	595.0000	654.5000
Roger pradier	8R148004070	895.0000	984.5000
Roger pradier	8R148004072	895.0000	984.5000
Roger pradier	8R148005000	595.0000	654.5000
Roger pradier	8R148005001	595.0000	654.5000
Roger pradier	8R148005008	595.0000	654.5000
Roger pradier	8R148005009	595.0000	654.5000
Roger pradier	8R148005046	595.0000	654.5000
Roger pradier	8R148005070	895.0000	984.5000
Roger pradier	8R148005072	895.0000	984.5000
Roger pradier	8R148006000	545.0000	599.5000
Roger pradier	8R148006001	545.0000	599.5000
Roger pradier	8R148006008	545.0000	599.5000
Roger pradier	8R148006009	545.0000	599.5000
Roger pradier	8R148006046	545.0000	599.5000
Roger pradier	8R148006070	745.0000	819.5000
Roger pradier	8R148006072	745.0000	819.5000
Roger pradier	8R148007000	695.0000	764.5000
Roger pradier	8R148007001	695.0000	764.5000
Roger pradier	8R148007008	695.0000	764.5000
Roger pradier	8R148007009	695.0000	764.5000
Roger pradier	8R148007046	695.0000	764.5000
Roger pradier	8R148007070	1045.0000	1149.5000
Roger pradier	8R148007072	1045.0000	1149.5000
Roger pradier	8R148008000	1145.0000	1259.5000
Roger pradier	8R148008001	1145.0000	1259.5000
Roger pradier	8R148008008	1145.0000	1259.5000
Roger pradier	8R148008009	1145.0000	1259.5000
Roger pradier	8R148008046	1145.0000	1259.5000
Roger pradier	8R148008070	1395.0000	1534.5000
Roger pradier	8R148008072	1395.0000	1534.5000
Roger pradier	8R148009000	2045.0000	2249.5000
Roger pradier	8R148009001	2045.0000	2249.5000
Roger pradier	8R148009008	2045.0000	2249.5000
Roger pradier	8R148009009	2045.0000	2249.5000
Roger pradier	8R148009046	2045.0000	2249.5000
Roger pradier	8R148009070	2295.0000	2524.5000
Roger pradier	8R148009072	2295.0000	2524.5000
Roger pradier	8R148010000	5295.0000	5824.5000
Roger pradier	8R148010001	5295.0000	5824.5000
Roger pradier	8R148010008	5295.0000	5824.5000
Roger pradier	8R148010009	5295.0000	5824.5000
Roger pradier	8R148010046	5295.0000	5824.5000
Roger pradier	8R148010070	5845.0000	6429.5000
Roger pradier	8R148010072	5845.0000	6429.5000
Roger pradier	8R149001000	845.0000	929.5000
Roger pradier	8R149001001	845.0000	929.5000
Roger pradier	8R149001008	845.0000	929.5000
Roger pradier	8R149001009	845.0000	929.5000
Roger pradier	8R149001046	845.0000	929.5000
Roger pradier	8R149001070	1395.0000	1534.5000
Roger pradier	8R149001072	1395.0000	1534.5000
Roger pradier	8R149002000	695.0000	764.5000
Roger pradier	8R149002001	695.0000	764.5000
Roger pradier	8R149002008	695.0000	764.5000
Roger pradier	8R149002009	695.0000	764.5000
Roger pradier	8R149002046	695.0000	764.5000
Roger pradier	8R149002070	995.0000	1094.5000
Roger pradier	8R149002072	995.0000	1094.5000
Roger pradier	8R149003000	1045.0000	1149.5000
Roger pradier	8R149003001	1045.0000	1149.5000
Roger pradier	8R149003008	1045.0000	1149.5000
Roger pradier	8R149003009	1045.0000	1149.5000
Roger pradier	8R149003046	1045.0000	1149.5000
Roger pradier	8R149003070	1545.0000	1699.5000
Roger pradier	8R149003072	1545.0000	1699.5000
Roger pradier	8R149004000	845.0000	929.5000
Roger pradier	8R149004001	845.0000	929.5000
Roger pradier	8R149004008	845.0000	929.5000
Roger pradier	8R149004009	845.0000	929.5000
Roger pradier	8R149004046	845.0000	929.5000
Roger pradier	8R149004070	1395.0000	1534.5000
Roger pradier	8R149004072	1395.0000	1534.5000
Roger pradier	8R149005000	945.0000	1039.5000
Roger pradier	8R149005001	945.0000	1039.5000
Roger pradier	8R149005008	945.0000	1039.5000
Roger pradier	8R149005009	945.0000	1039.5000
Roger pradier	8R149005046	945.0000	1039.5000
Roger pradier	8R149005070	1395.0000	1534.5000
Roger pradier	8R149005072	1395.0000	1534.5000
Roger pradier	8R149006000	1745.0000	1919.5000
Roger pradier	8R149006001	1745.0000	1919.5000
Roger pradier	8R149006008	1745.0000	1919.5000
Roger pradier	8R149006009	1745.0000	1919.5000
Roger pradier	8R149006046	1745.0000	1919.5000
Roger pradier	8R149006070	2245.0000	2469.5000
Roger pradier	8R149006072	2245.0000	2469.5000
Roger pradier	8R149007000	4495.0000	4944.5000
Roger pradier	8R149007001	4495.0000	4944.5000
Roger pradier	8R149007008	4495.0000	4944.5000
Roger pradier	8R149007009	4495.0000	4944.5000
Roger pradier	8R149007046	4495.0000	4944.5000
Roger pradier	8R149007070	5245.0000	5769.5000
Roger pradier	8R149007072	5245.0000	5769.5000
Roger pradier	8R149008000	3545.0000	3899.5000
Roger pradier	8R149008001	3545.0000	3899.5000
Roger pradier	8R149008008	3545.0000	3899.5000
Roger pradier	8R149008009	3545.0000	3899.5000
Roger pradier	8R149008046	3545.0000	3899.5000
Roger pradier	8R149008070	3895.0000	4284.5000
Roger pradier	8R149008072	3895.0000	4284.5000
Roger pradier	8R149009000	1395.0000	1534.5000
Roger pradier	8R149009001	1395.0000	1534.5000
Roger pradier	8R149009008	1395.0000	1534.5000
Roger pradier	8R149009009	1395.0000	1534.5000
Roger pradier	8R149009046	1395.0000	1534.5000
Roger pradier	8R149009070	1745.0000	1919.5000
Roger pradier	8R149009072	1745.0000	1919.5000
Roger pradier	8R149010000	3995.0000	4394.5000
Roger pradier	8R149010001	3995.0000	4394.5000
Roger pradier	8R149010008	3995.0000	4394.5000
Roger pradier	8R149010009	3995.0000	4394.5000
Roger pradier	8R149010046	3995.0000	4394.5000
Roger pradier	8R149010070	4595.0000	5054.5000
Roger pradier	8R149010072	4595.0000	5054.5000
Roger pradier	8R150001000	645.0000	709.5000
Roger pradier	8R150001001	645.0000	709.5000
Roger pradier	8R150001008	645.0000	709.5000
Roger pradier	8R150001009	645.0000	709.5000
Roger pradier	8R150001019	645.0000	709.5000
Roger pradier	8R150001046	645.0000	709.5000
Roger pradier	8R150001054	645.0000	709.5000
Roger pradier	8R150001059	645.0000	709.5000
Roger pradier	8R150001067	645.0000	709.5000
Roger pradier	8R150002000	645.0000	709.5000
Roger pradier	8R150002001	645.0000	709.5000
Roger pradier	8R150002008	645.0000	709.5000
Roger pradier	8R150002009	645.0000	709.5000
Roger pradier	8R150002019	645.0000	709.5000
